# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-22T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 728.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2019-03-13T14:00:00.0/2019-03-13T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T14:15:00.0/2019-03-13T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T14:30:00.0/2019-03-13T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T14:45:00.0/2019-03-13T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T15:00:00.0/2019-03-13T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T15:15:00.0/2019-03-13T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T15:30:00.0/2019-03-13T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T15:45:00.0/2019-03-13T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T16:00:00.0/2019-03-13T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T16:15:00.0/2019-03-13T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T16:30:00.0/2019-03-13T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T16:45:00.0/2019-03-13T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T17:00:00.0/2019-03-13T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T17:15:00.0/2019-03-13T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T17:30:00.0/2019-03-13T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T17:45:00.0/2019-03-13T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T18:00:00.0/2019-03-13T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T18:15:00.0/2019-03-13T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T18:30:00.0/2019-03-13T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T18:45:00.0/2019-03-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T19:00:00.0/2019-03-13T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T19:15:00.0/2019-03-13T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T19:30:00.0/2019-03-13T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T19:45:00.0/2019-03-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T20:00:00.0/2019-03-13T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T20:15:00.0/2019-03-13T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T20:30:00.0/2019-03-13T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T20:45:00.0/2019-03-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T21:00:00.0/2019-03-13T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T21:15:00.0/2019-03-13T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T21:30:00.0/2019-03-13T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T21:45:00.0/2019-03-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T22:00:00.0/2019-03-13T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T22:15:00.0/2019-03-13T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-13T22:30:00.0/2019-03-13T22:45:00.0;0.1138;0.0250;0.0003;0.0247;0.0000;0.0250;0.0003;0.0247;0.0000;0.9667
2019-03-13T22:45:00.0/2019-03-13T23:00:00.0;11.3404;3.4505;0.4171;3.0334;8.9930;3.4505;0.4171;3.0334;8.9930;0.5000
2019-03-13T23:00:00.0/2019-03-13T23:15:00.0;29.3273;12.0960;3.7562;8.3398;42.3179;12.0960;3.7562;8.3398;42.3179;0.8000
2019-03-13T23:15:00.0/2019-03-13T23:30:00.0;47.1463;23.7076;10.6812;13.0265;77.0848;23.7076;10.6812;13.0265;77.0848;1.0000
2019-03-13T23:30:00.0/2019-03-13T23:45:00.0;64.7213;36.9743;20.2115;16.7628;107.0533;36.9743;20.2115;16.7628;107.0533;1.0000
2019-03-13T23:45:00.0/2019-03-14T00:00:00.0;81.9768;51.0663;31.3752;19.6911;131.5672;51.0663;31.3752;19.6911;131.5672;1.0000
2019-03-14T00:00:00.0/2019-03-14T00:15:00.0;98.8393;65.3236;43.2085;22.1151;150.4862;65.3236;43.2085;22.1151;150.4862;1.0000
2019-03-14T00:15:00.0/2019-03-14T00:30:00.0;115.2363;79.4060;55.1602;24.2457;164.8709;79.4060;55.1602;24.2457;164.8709;1.0000
2019-03-14T00:30:00.0/2019-03-14T00:45:00.0;131.0977;93.2591;67.1666;26.0925;176.5235;93.2591;67.1666;26.0925;176.5235;1.0000
2019-03-14T00:45:00.0/2019-03-14T01:00:00.0;146.3556;106.7453;79.0416;27.7037;186.1110;106.7453;79.0416;27.7037;186.1110;1.0000
2019-03-14T01:00:00.0/2019-03-14T01:15:00.0;160.9447;119.7544;90.6405;29.1139;194.0985;119.7544;90.6405;29.1139;194.0985;1.0000
2019-03-14T01:15:00.0/2019-03-14T01:30:00.0;174.8026;132.1928;101.8411;30.3517;200.8097;132.1928;101.8411;30.3517;200.8097;1.0000
2019-03-14T01:30:00.0/2019-03-14T01:45:00.0;187.8699;143.9785;112.5365;31.4420;206.4752;143.9785;112.5365;31.4420;206.4752;1.0000
2019-03-14T01:45:00.0/2019-03-14T02:00:00.0;200.0907;155.0388;122.6329;32.4060;211.2647;155.0388;122.6329;32.4060;211.2647;1.0000
2019-03-14T02:00:00.0/2019-03-14T02:15:00.0;211.4128;165.3094;132.0489;33.2605;215.3084;165.3094;132.0489;33.2605;215.3084;1.0000
2019-03-14T02:15:00.0/2019-03-14T02:30:00.0;221.7876;174.7330;140.7147;34.0183;218.7090;174.7330;140.7147;34.0183;218.7090;1.0000
2019-03-14T02:30:00.0/2019-03-14T02:45:00.0;231.1708;183.2590;148.5704;34.6886;221.5484;183.2590;148.5704;34.6886;221.5484;0.7000
2019-03-14T02:45:00.0/2019-03-14T03:00:00.0;239.5222;190.8430;155.5652;35.2778;223.8923;190.8430;155.5652;35.2778;223.8923;0.9667
2019-03-14T03:00:00.0/2019-03-14T03:15:00.0;246.8062;197.4529;161.6199;35.8330;225.7425;197.4529;161.6199;35.8330;225.7425;1.0000
2019-03-14T03:15:00.0/2019-03-14T03:30:00.0;252.9915;203.0566;166.6976;36.3590;227.1425;203.0566;166.6976;36.3590;227.1425;1.0000
2019-03-14T03:30:00.0/2019-03-14T03:45:00.0;258.0517;207.6201;170.8041;36.8160;228.1741;207.6201;170.8041;36.8160;228.1741;1.0000
2019-03-14T03:45:00.0/2019-03-14T04:00:00.0;261.9653;211.1206;173.9156;37.2049;228.8594;211.1206;173.9156;37.2049;228.8594;1.0000
2019-03-14T04:00:00.0/2019-03-14T04:15:00.0;264.7155;213.5404;176.0140;37.5264;229.2135;213.5404;176.0140;37.5264;229.2135;1.0000
2019-03-14T04:15:00.0/2019-03-14T04:30:00.0;266.2905;214.8672;177.0870;37.7803;229.2458;214.8672;177.0870;37.7803;229.2458;1.0000
2019-03-14T04:30:00.0/2019-03-14T04:45:00.0;266.6838;215.0944;177.1286;37.9657;228.9602;215.0944;177.1286;37.9657;228.9602;1.0000
2019-03-14T04:45:00.0/2019-03-14T05:00:00.0;265.8936;214.2203;176.1389;38.0814;228.3558;214.2203;176.1389;38.0814;228.3558;1.0000
2019-03-14T05:00:00.0/2019-03-14T05:15:00.0;263.9235;212.2490;174.1238;38.1252;227.4266;212.2490;174.1238;38.1252;227.4266;1.0000
2019-03-14T05:15:00.0/2019-03-14T05:30:00.0;260.7820;209.1899;171.0957;38.0943;226.1613;209.1899;171.0957;38.0943;226.1613;1.0000
2019-03-14T05:30:00.0/2019-03-14T05:45:00.0;256.4826;205.0578;167.0729;37.9849;224.5434;205.0578;167.0729;37.9849;224.5434;1.0000
2019-03-14T05:45:00.0/2019-03-14T06:00:00.0;251.0437;199.8729;162.0800;37.7929;222.5495;199.8729;162.0800;37.7929;222.5495;1.0000
2019-03-14T06:00:00.0/2019-03-14T06:15:00.0;244.4888;193.9162;156.8612;37.0550;221.1597;193.9162;156.8612;37.0550;221.1597;1.0000
2019-03-14T06:15:00.0/2019-03-14T06:30:00.0;236.8461;187.2178;151.4287;35.7891;220.3870;187.2178;151.4287;35.7891;220.3870;0.8667
2019-03-14T06:30:00.0/2019-03-14T06:45:00.0;228.1482;179.5584;145.0931;34.4653;219.2133;179.5584;145.0931;34.4653;219.2133;0.8000
2019-03-14T06:45:00.0/2019-03-14T07:00:00.0;218.4327;170.9796;137.8950;33.0846;217.6005;165.4471;126.6790;38.7681;199.6411;1.0000
2019-03-14T07:00:00.0/2019-03-14T07:15:00.0;207.7411;161.5289;129.8817;31.6472;215.4987;138.1027;75.4115;62.6912;124.9939;1.0000
2019-03-14T07:15:00.0/2019-03-14T07:30:00.0;196.1194;151.2595;121.1084;30.1511;212.8435;138.2833;90.6516;47.6317;158.9109;1.0000
2019-03-14T07:30:00.0/2019-03-14T07:45:00.0;183.6175;140.2307;111.6385;28.5922;209.5512;107.8907;36.6178;71.2729;68.8374;1.0000
2019-03-14T07:45:00.0/2019-03-14T08:00:00.0;170.2889;128.5080;101.5436;26.9644;205.5106;98.2722;38.2946;59.9776;78.3858;1.0000
2019-03-14T08:00:00.0/2019-03-14T08:15:00.0;156.1908;116.1637;90.9041;25.2597;200.5695;102.0536;65.6982;36.3554;144.1081;1.0000
2019-03-14T08:15:00.0/2019-03-14T08:30:00.0;141.3839;103.2790;79.8099;23.4691;194.5130;87.2439;52.6645;34.5794;128.4332;1.0000
2019-03-14T08:30:00.0/2019-03-14T08:45:00.0;125.9314;89.9460;68.3631;21.5829;187.0290;82.7553;56.5538;26.2015;155.5485;1.0000
2019-03-14T08:45:00.0/2019-03-14T09:00:00.0;109.8998;76.2735;56.6859;19.5875;177.6564;71.4086;50.2318;21.1768;157.5421;1.0000
2019-03-14T09:00:00.0/2019-03-14T09:15:00.0;93.3577;62.2653;44.6848;17.5804;164.7469;61.1810;44.4935;16.6875;164.0772;1.0000
2019-03-14T09:15:00.0/2019-03-14T09:30:00.0;76.3762;48.1278;32.6921;15.4357;147.1643;47.5251;32.4715;15.0536;146.0952;1.0000
2019-03-14T09:30:00.0/2019-03-14T09:45:00.0;59.0279;34.2797;21.4046;12.8751;124.3445;33.3985;21.0942;12.3043;122.6552;1.0000
2019-03-14T09:45:00.0/2019-03-14T10:00:00.0;41.3874;21.1841;11.4654;9.7187;94.2538;21.1841;11.4654;9.7187;94.2538;0.8667
2019-03-14T10:00:00.0/2019-03-14T10:15:00.0;23.5303;9.7157;3.9044;5.8113;54.2990;9.7157;3.9044;5.8113;54.2990;0.5000
2019-03-14T10:15:00.0/2019-03-14T10:30:00.0;5.8704;1.7406;0.3110;1.4297;8.2812;1.7406;0.3110;1.4297;8.2812;0.5667
2019-03-14T10:30:00.0/2019-03-14T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T10:45:00.0/2019-03-14T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T11:00:00.0/2019-03-14T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T11:15:00.0/2019-03-14T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T11:30:00.0/2019-03-14T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T11:45:00.0/2019-03-14T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T12:00:00.0/2019-03-14T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T12:15:00.0/2019-03-14T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T12:30:00.0/2019-03-14T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T12:45:00.0/2019-03-14T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T13:00:00.0/2019-03-14T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T13:15:00.0/2019-03-14T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T13:30:00.0/2019-03-14T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T13:45:00.0/2019-03-14T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T14:00:00.0/2019-03-14T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T14:15:00.0/2019-03-14T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T14:30:00.0/2019-03-14T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T14:45:00.0/2019-03-14T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T15:00:00.0/2019-03-14T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T15:15:00.0/2019-03-14T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T15:30:00.0/2019-03-14T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T15:45:00.0/2019-03-14T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T16:00:00.0/2019-03-14T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T16:15:00.0/2019-03-14T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T16:30:00.0/2019-03-14T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T16:45:00.0/2019-03-14T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T17:00:00.0/2019-03-14T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T17:15:00.0/2019-03-14T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T17:30:00.0/2019-03-14T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T17:45:00.0/2019-03-14T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T18:00:00.0/2019-03-14T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T18:15:00.0/2019-03-14T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T18:30:00.0/2019-03-14T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T18:45:00.0/2019-03-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T19:00:00.0/2019-03-14T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T19:15:00.0/2019-03-14T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T19:30:00.0/2019-03-14T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T19:45:00.0/2019-03-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T20:00:00.0/2019-03-14T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T20:15:00.0/2019-03-14T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T20:30:00.0/2019-03-14T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T20:45:00.0/2019-03-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T21:00:00.0/2019-03-14T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T21:15:00.0/2019-03-14T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T21:30:00.0/2019-03-14T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T21:45:00.0/2019-03-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T22:00:00.0/2019-03-14T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T22:15:00.0/2019-03-14T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-14T22:30:00.0/2019-03-14T22:45:00.0;0.4502;0.1103;0.0063;0.1041;0.0000;0.1103;0.0063;0.1041;0.0000;0.9000
2019-03-14T22:45:00.0/2019-03-14T23:00:00.0;13.0866;4.5179;1.1644;3.3535;24.2815;4.5179;1.1644;3.3535;24.2815;0.5000
2019-03-14T23:00:00.0/2019-03-14T23:15:00.0;31.0671;14.4762;6.7666;7.7096;72.9778;14.4762;6.7666;7.7096;72.9778;0.8000
2019-03-14T23:15:00.0/2019-03-14T23:30:00.0;48.8783;27.0328;15.8403;11.1925;110.6897;27.0328;15.8403;11.1925;110.6897;1.0000
2019-03-14T23:30:00.0/2019-03-14T23:45:00.0;66.4440;40.7799;26.9084;13.8715;139.0090;40.7799;26.9084;13.8715;139.0090;1.0000
2019-03-14T23:45:00.0/2019-03-15T00:00:00.0;83.6891;55.0326;39.0619;15.9707;160.5082;55.0326;39.0619;15.9707;160.5082;1.0000
2019-03-15T00:00:00.0/2019-03-15T00:15:00.0;100.5398;69.4038;51.7265;17.6773;177.0745;69.4038;51.7265;17.6773;177.0745;1.0000
2019-03-15T00:15:00.0/2019-03-15T00:30:00.0;116.9238;83.6608;64.5504;19.1103;190.0909;83.6608;64.5504;19.1103;190.0909;1.0000
2019-03-15T00:30:00.0/2019-03-15T00:45:00.0;132.7710;97.6572;77.3261;20.3311;200.5814;97.6572;77.3261;20.3311;200.5814;1.0000
2019-03-15T00:45:00.0/2019-03-15T01:00:00.0;148.0136;111.2664;89.8889;21.3774;209.1867;111.2664;89.8889;21.3774;209.1867;1.0000
2019-03-15T01:00:00.0/2019-03-15T01:15:00.0;162.5864;124.3834;102.1073;22.2761;216.3421;124.3834;102.1073;22.2761;216.3421;1.0000
2019-03-15T01:15:00.0/2019-03-15T01:30:00.0;176.4270;136.9187;113.8697;23.0490;222.3500;136.9187;113.8697;23.0490;222.3500;1.0000
2019-03-15T01:30:00.0/2019-03-15T01:45:00.0;189.4761;148.7947;125.0796;23.7151;227.4275;148.7947;125.0796;23.7151;227.4275;1.0000
2019-03-15T01:45:00.0/2019-03-15T02:00:00.0;201.6780;159.9430;135.6524;24.2906;231.7350;159.9430;135.6524;24.2906;231.7350;1.0000
2019-03-15T02:00:00.0/2019-03-15T02:15:00.0;212.9803;170.3024;145.5144;24.7881;235.3948;170.3024;145.5144;24.7881;235.3948;1.0000
2019-03-15T02:15:00.0/2019-03-15T02:30:00.0;223.3347;179.8181;154.6009;25.2172;238.5016;179.8181;154.6009;25.2172;238.5016;1.0000
2019-03-15T02:30:00.0/2019-03-15T02:45:00.0;232.6970;188.4408;162.8557;25.5850;241.1301;188.4408;162.8557;25.5850;241.1301;0.7000
2019-03-15T02:45:00.0/2019-03-15T03:00:00.0;241.0270;196.1264;170.2300;25.8964;243.3389;196.1264;170.2300;25.8964;243.3389;0.9667
2019-03-15T03:00:00.0/2019-03-15T03:15:00.0;248.2891;202.8025;176.6201;26.1824;245.0898;202.8025;176.6201;26.1824;245.0898;1.0000
2019-03-15T03:15:00.0/2019-03-15T03:30:00.0;254.4524;208.4352;181.9891;26.4462;246.4232;208.4352;181.9891;26.4462;246.4232;1.0000
2019-03-15T03:30:00.0/2019-03-15T03:45:00.0;259.4903;213.0304;186.3679;26.6626;247.4527;213.0304;186.3679;26.6626;247.4527;1.0000
2019-03-15T03:45:00.0/2019-03-15T04:00:00.0;263.3815;216.5655;189.7325;26.8330;248.1976;216.5655;189.7325;26.8330;248.1976;1.0000
2019-03-15T04:00:00.0/2019-03-15T04:15:00.0;266.1093;219.0232;192.0647;26.9586;248.6720;219.0232;192.0647;26.9586;248.6720;1.0000
2019-03-15T04:15:00.0/2019-03-15T04:30:00.0;267.6621;220.3917;193.3517;27.0400;248.8850;220.3917;193.3517;27.0400;248.8850;1.0000
2019-03-15T04:30:00.0/2019-03-15T04:45:00.0;268.0333;220.6644;193.5869;27.0774;248.8412;220.6644;193.5869;27.0774;248.8412;1.0000
2019-03-15T04:45:00.0/2019-03-15T05:00:00.0;267.2215;219.8401;192.7692;27.0709;248.5414;219.8401;192.7692;27.0709;248.5414;1.0000
2019-03-15T05:00:00.0/2019-03-15T05:15:00.0;265.2299;217.9231;190.9033;27.0197;247.9819;217.9231;190.9033;27.0197;247.9819;1.0000
2019-03-15T05:15:00.0/2019-03-15T05:30:00.0;262.0675;214.9228;187.9998;26.9231;247.1551;214.9228;187.9998;26.9231;247.1551;1.0000
2019-03-15T05:30:00.0/2019-03-15T05:45:00.0;257.7478;210.8542;184.0748;26.7794;246.0485;210.8542;184.0748;26.7794;246.0485;1.0000
