# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-22T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 728.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2019-03-09T02:30:00.0/2019-03-09T02:45:00.0;223.4144;143.7932;73.4248;70.3685;113.5805;143.7932;73.4248;70.3685;113.5805;0.7000
2019-03-09T02:45:00.0/2019-03-09T03:00:00.0;231.8610;151.3242;78.6726;72.6516;117.2683;151.3242;78.6726;72.6516;117.2683;0.9667
2019-03-09T03:00:00.0/2019-03-09T03:15:00.0;239.2427;157.8500;83.1724;74.6776;120.1543;157.8500;83.1724;74.6776;120.1543;1.0000
2019-03-09T03:15:00.0/2019-03-09T03:30:00.0;245.5279;163.3191;86.8520;76.4670;122.2596;163.3191;86.8520;76.4670;122.2596;1.0000
2019-03-09T03:30:00.0/2019-03-09T03:45:00.0;250.6898;167.7971;89.8503;77.9468;123.8768;167.7971;89.8503;77.9468;123.8768;1.0000
2019-03-09T03:45:00.0/2019-03-09T04:00:00.0;254.7062;171.2536;92.1334;79.1202;125.0220;171.2536;92.1334;79.1202;125.0220;1.0000
2019-03-09T04:00:00.0/2019-03-09T04:15:00.0;257.5601;173.6655;93.6765;79.9890;125.7075;173.6655;93.6765;79.9890;125.7075;1.0000
2019-03-09T04:15:00.0/2019-03-09T04:30:00.0;259.2392;175.0169;94.4631;80.5538;125.9417;175.0169;94.4631;80.5538;125.9417;1.0000
2019-03-09T04:30:00.0/2019-03-09T04:45:00.0;259.7364;175.2986;94.4855;80.8132;125.7297;175.2986;94.4855;80.8132;125.7297;1.0000
2019-03-09T04:45:00.0/2019-03-09T05:00:00.0;259.0498;174.5087;93.7442;80.7645;125.0729;174.5087;93.7442;80.7645;125.0729;1.0000
2019-03-09T05:00:00.0/2019-03-09T05:15:00.0;257.1821;172.6516;92.2483;80.4033;123.9695;172.6516;92.2483;80.4033;123.9695;1.0000
2019-03-09T05:15:00.0/2019-03-09T05:30:00.0;254.1416;169.7392;90.0154;79.7238;122.4143;169.7392;90.0154;79.7238;122.4143;1.0000
2019-03-09T05:30:00.0/2019-03-09T05:45:00.0;249.9414;165.7904;87.0719;78.7185;120.3990;161.0229;83.4108;77.6121;115.2946;1.0000
2019-03-09T05:45:00.0/2019-03-09T06:00:00.0;244.5994;160.8314;83.4528;77.3786;117.9122;85.2552;18.9192;66.3360;26.6728;1.0000
2019-03-09T06:00:00.0/2019-03-09T06:15:00.0;238.1386;154.6955;78.7631;75.9324;114.2988;135.9432;47.5441;88.3991;69.1433;1.0000
2019-03-09T06:15:00.0/2019-03-09T06:30:00.0;230.5869;147.4315;73.0966;74.3348;109.5451;107.1038;36.7788;70.3250;54.9010;1.0000
2019-03-09T06:30:00.0/2019-03-09T06:45:00.0;221.9765;139.2980;66.9880;72.3100;104.2790;88.3338;36.1020;52.2318;56.5820;1.0000
2019-03-09T06:45:00.0/2019-03-09T07:00:00.0;212.3445;130.3617;60.5269;69.8348;98.4882;106.4206;27.2156;79.2050;44.2063;1.0000
2019-03-09T07:00:00.0/2019-03-09T07:15:00.0;201.7323;120.7014;53.8146;66.8869;92.1642;98.2240;26.9029;71.3210;46.0480;1.0000
2019-03-09T07:15:00.0/2019-03-09T07:30:00.0;190.1852;110.4107;46.9642;63.4464;85.3055;87.6255;18.5691;69.0564;33.7119;1.0000
2019-03-09T07:30:00.0/2019-03-09T07:45:00.0;177.7530;99.6003;40.1017;59.4986;77.9227;70.3066;9.7621;60.5445;18.7919;1.0000
2019-03-09T07:45:00.0/2019-03-09T08:00:00.0;164.4888;88.4016;33.3649;55.0367;70.0450;31.4133;0.6246;30.7887;1.2776;1.0000
2019-03-09T08:00:00.0/2019-03-09T08:15:00.0;150.4497;76.9708;26.9025;50.0684;61.7295;46.7169;5.6778;41.0391;13.2390;1.0000
2019-03-09T08:15:00.0/2019-03-09T08:30:00.0;135.6958;65.5313;20.9547;44.5766;53.2930;43.4201;2.9673;40.4528;7.5104;1.0000
2019-03-09T08:30:00.0/2019-03-09T08:45:00.0;120.2904;54.3579;15.7684;38.5894;45.2141;47.1036;9.6407;37.4628;28.0701;1.0000
2019-03-09T08:45:00.0/2019-03-09T09:00:00.0;104.2996;43.5899;11.2228;32.3671;37.0805;35.6220;5.4445;30.1775;17.8319;1.0000
2019-03-09T09:00:00.0/2019-03-09T09:15:00.0;87.7920;33.5376;7.4591;26.0785;29.2423;25.1464;3.0661;22.0802;11.9864;1.0000
2019-03-09T09:15:00.0/2019-03-09T09:30:00.0;70.8382;24.3935;4.5007;19.8928;21.8104;15.7661;0.6608;15.1054;3.0797;1.0000
2019-03-09T09:30:00.0/2019-03-09T09:45:00.0;53.5112;16.2896;2.3195;13.9701;14.7973;7.4534;0.0085;7.4449;0.0499;1.0000
2019-03-09T09:45:00.0/2019-03-09T10:00:00.0;35.8850;9.4075;0.9038;8.5037;8.4606;3.5719;0.0000;3.5719;0.0000;0.5333
2019-03-09T10:00:00.0/2019-03-09T10:15:00.0;18.0354;3.9088;0.1785;3.7304;3.0201;1.4841;0.0000;1.4841;0.0000;0.5000
2019-03-09T10:15:00.0/2019-03-09T10:30:00.0;2.2637;0.3977;0.0023;0.3955;0.0722;0.1510;0.0000;0.1510;0.0000;0.7333
2019-03-09T10:30:00.0/2019-03-09T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T10:45:00.0/2019-03-09T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T11:00:00.0/2019-03-09T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T11:15:00.0/2019-03-09T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T11:30:00.0/2019-03-09T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T11:45:00.0/2019-03-09T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T12:00:00.0/2019-03-09T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T12:15:00.0/2019-03-09T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T12:30:00.0/2019-03-09T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T12:45:00.0/2019-03-09T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T13:00:00.0/2019-03-09T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T13:15:00.0/2019-03-09T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T13:30:00.0/2019-03-09T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T13:45:00.0/2019-03-09T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T14:00:00.0/2019-03-09T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T14:15:00.0/2019-03-09T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T14:30:00.0/2019-03-09T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T14:45:00.0/2019-03-09T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T15:00:00.0/2019-03-09T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T15:15:00.0/2019-03-09T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T15:30:00.0/2019-03-09T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T15:45:00.0/2019-03-09T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T16:00:00.0/2019-03-09T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T16:15:00.0/2019-03-09T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T16:30:00.0/2019-03-09T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T16:45:00.0/2019-03-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T17:00:00.0/2019-03-09T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T17:15:00.0/2019-03-09T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T17:30:00.0/2019-03-09T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T17:45:00.0/2019-03-09T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T18:00:00.0/2019-03-09T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T18:15:00.0/2019-03-09T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T18:30:00.0/2019-03-09T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T18:45:00.0/2019-03-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T19:00:00.0/2019-03-09T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T19:15:00.0/2019-03-09T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T19:30:00.0/2019-03-09T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T19:45:00.0/2019-03-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T20:00:00.0/2019-03-09T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T20:15:00.0/2019-03-09T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T20:30:00.0/2019-03-09T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T20:45:00.0/2019-03-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T21:00:00.0/2019-03-09T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T21:15:00.0/2019-03-09T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T21:30:00.0/2019-03-09T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T21:45:00.0/2019-03-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T22:00:00.0/2019-03-09T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T22:15:00.0/2019-03-09T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T22:30:00.0/2019-03-09T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-09T22:45:00.0/2019-03-09T23:00:00.0;5.0044;0.9756;0.0228;0.9527;0.6537;0.9756;0.0228;0.9527;0.6537;0.6333
2019-03-09T23:00:00.0/2019-03-09T23:15:00.0;22.4180;5.4835;0.4597;5.0238;6.5814;5.4835;0.4597;5.0238;6.5814;0.8000
2019-03-09T23:15:00.0/2019-03-09T23:30:00.0;40.2584;12.0097;1.8042;10.2055;15.1359;12.0097;1.8042;10.2055;15.1359;1.0000
2019-03-09T23:30:00.0/2019-03-09T23:45:00.0;57.8599;20.2476;4.3016;15.9460;25.4096;20.0482;4.1897;15.8585;24.8166;1.0000
2019-03-09T23:45:00.0/2019-03-10T00:00:00.0;75.1472;29.9835;8.0700;21.9135;36.8759;24.8221;4.7632;20.0589;21.9412;1.0000
2019-03-10T00:00:00.0/2019-03-10T00:15:00.0;92.0465;40.6273;12.8195;27.8078;47.9628;36.0523;9.7148;26.3375;36.0213;1.0000
2019-03-10T00:15:00.0/2019-03-10T00:30:00.0;108.4852;51.6816;18.1740;33.5076;57.7583;50.8859;17.6702;33.2157;56.1444;1.0000
2019-03-10T00:30:00.0/2019-03-10T00:45:00.0;124.3931;63.0826;24.0969;38.9857;66.8327;59.4447;21.3231;38.1216;59.2185;1.0000
2019-03-10T00:45:00.0/2019-03-10T01:00:00.0;139.7019;74.5900;30.4012;44.1888;75.1093;73.1560;29.1740;43.9820;72.0554;1.0000
2019-03-10T01:00:00.0/2019-03-10T01:15:00.0;154.3463;86.0005;36.9155;49.0850;82.5726;81.3485;32.5162;48.8323;72.8007;1.0000
2019-03-10T01:15:00.0/2019-03-10T01:30:00.0;168.2635;97.1478;43.4854;53.6624;89.2396;87.1405;31.8925;55.2480;65.6366;1.0000
2019-03-10T01:30:00.0/2019-03-10T01:45:00.0;181.3940;107.9080;49.9706;57.9373;95.1373;89.6551;23.9665;65.6885;45.6506;1.0000
2019-03-10T01:45:00.0/2019-03-10T02:00:00.0;193.6815;118.1464;56.2575;61.8889;100.3205;99.0359;27.7281;71.3079;49.4256;1.0000
2019-03-10T02:00:00.0/2019-03-10T02:15:00.0;205.0735;127.7578;62.2426;65.5152;104.8344;107.2276;30.5397;76.6879;51.4687;1.0000
2019-03-10T02:15:00.0/2019-03-10T02:30:00.0;215.5212;136.6547;67.8348;68.8199;108.7197;109.4073;25.9137;83.4936;41.5786;1.0000
2019-03-10T02:30:00.0/2019-03-10T02:45:00.0;224.9799;144.7615;72.9544;71.8071;112.0129;114.5800;26.0232;88.5568;39.9281;0.7000
2019-03-10T02:45:00.0/2019-03-10T03:00:00.0;233.4092;152.0134;77.5328;74.4806;114.7462;121.3880;28.9876;92.4004;42.9463;0.9667
2019-03-10T03:00:00.0/2019-03-10T03:15:00.0;240.7729;158.0323;80.8899;77.1424;116.0593;110.8602;15.8338;95.0264;22.7487;1.0000
2019-03-10T03:15:00.0/2019-03-10T03:30:00.0;247.0397;162.7674;82.9286;79.8389;115.9666;93.6152;9.5874;84.0278;13.4075;1.0000
2019-03-10T03:30:00.0/2019-03-10T03:45:00.0;252.1826;166.5040;84.2227;82.2814;115.3744;114.3024;18.6790;95.6235;25.5515;1.0000
2019-03-10T03:45:00.0/2019-03-10T04:00:00.0;256.1797;169.2150;84.7621;84.4529;114.3013;139.8461;36.4443;103.4018;49.1443;1.0000
2019-03-10T04:00:00.0/2019-03-10T04:15:00.0;259.0140;170.8798;84.5451;86.3347;112.7604;102.4736;14.4422;88.0314;19.2933;1.0000
2019-03-10T04:15:00.0/2019-03-10T04:30:00.0;260.6734;171.4847;83.5783;87.9065;110.7602;112.8969;12.8383;100.0586;17.0080;1.0000
2019-03-10T04:30:00.0/2019-03-10T04:45:00.0;261.1508;171.0227;81.8766;89.1462;108.3053;120.9182;15.8425;105.0756;20.9560;1.0000
2019-03-10T04:45:00.0/2019-03-10T05:00:00.0;260.4442;169.4939;79.4637;90.0301;105.3971;106.6456;9.8111;96.8345;13.0090;1.0000
2019-03-10T05:00:00.0/2019-03-10T05:15:00.0;258.5568;166.9069;76.3830;90.5239;102.0483;63.8249;2.0608;61.7641;2.7473;1.0000
2019-03-10T05:15:00.0/2019-03-10T05:30:00.0;255.4966;163.3609;73.1930;90.1679;98.9564;60.0389;0.7010;59.3379;0.9493;1.0000
2019-03-10T05:30:00.0/2019-03-10T05:45:00.0;251.2769;158.8452;69.6986;89.1467;95.8118;60.8153;0.8338;59.9815;1.1439;1.0000
2019-03-10T05:45:00.0/2019-03-10T06:00:00.0;245.9159;153.3484;65.6638;87.6845;92.2302;43.7104;0.0995;43.6110;0.1389;1.0000
2019-03-10T06:00:00.0/2019-03-10T06:15:00.0;239.4364;147.9110;62.5939;85.3171;90.3041;25.1051;0.0112;25.0938;0.0161;1.0000
2019-03-10T06:15:00.0/2019-03-10T06:30:00.0;231.8665;142.5520;60.4426;82.1095;90.0466;13.4544;0.0000;13.4544;0.0000;1.0000
2019-03-10T06:30:00.0/2019-03-10T06:45:00.0;223.2385;136.5059;58.6894;77.8165;90.8171;26.1220;0.0008;26.1212;0.0012;1.0000
2019-03-10T06:45:00.0/2019-03-10T07:00:00.0;213.5896;129.6844;56.5634;73.1210;91.4788;25.9938;0.0041;25.9897;0.0067;1.0000
2019-03-10T07:00:00.0/2019-03-10T07:15:00.0;202.9610;122.0747;53.7524;68.3223;91.4814;10.0011;0.0000;10.0010;0.0001;1.0000
2019-03-10T07:15:00.0/2019-03-10T07:30:00.0;191.3985;113.7385;50.2853;63.4532;90.7457;8.2220;0.0000;8.2220;0.0000;1.0000
2019-03-10T07:30:00.0/2019-03-10T07:45:00.0;178.9517;104.8152;46.1817;58.6334;89.1298;15.4987;0.0001;15.4987;0.0001;1.0000
2019-03-10T07:45:00.0/2019-03-10T08:00:00.0;165.6739;95.3044;41.5142;53.7902;86.5329;17.4526;0.0000;17.4525;0.0001;1.0000
2019-03-10T08:00:00.0/2019-03-10T08:15:00.0;151.6221;85.2492;36.3623;48.8869;82.8040;11.1134;0.0000;11.1134;0.0000;1.0000
2019-03-10T08:15:00.0/2019-03-10T08:30:00.0;136.8565;74.7425;30.8202;43.9223;77.7343;8.9870;0.0000;8.9870;0.0000;1.0000
2019-03-10T08:30:00.0/2019-03-10T08:45:00.0;121.4406;63.8982;25.0198;38.8784;71.0826;8.7502;0.0000;8.7502;0.0000;1.0000
2019-03-10T08:45:00.0/2019-03-10T09:00:00.0;105.4404;52.8637;19.1486;33.7151;62.6073;5.2461;0.0000;5.2461;0.0000;1.0000
2019-03-10T09:00:00.0/2019-03-10T09:15:00.0;88.9245;41.5835;13.2501;28.3335;51.2627;3.7827;0.0000;3.7827;0.0000;1.0000
2019-03-10T09:15:00.0/2019-03-10T09:30:00.0;71.9637;30.5411;7.9493;22.5918;37.8853;6.9920;0.0639;6.9281;0.3306;1.0000
2019-03-10T09:30:00.0/2019-03-10T09:45:00.0;54.6309;20.4812;3.9293;16.5519;24.4984;11.5720;0.0905;11.4815;0.5453;1.0000
2019-03-10T09:45:00.0/2019-03-10T10:00:00.0;37.0002;11.8457;1.3980;10.4477;12.6354;8.2485;0.1132;8.1353;1.0537;0.8667
2019-03-10T10:00:00.0/2019-03-10T10:15:00.0;19.1473;5.0410;0.2863;4.7547;4.7464;3.7736;0.0290;3.7446;0.4809;0.5000
2019-03-10T10:15:00.0/2019-03-10T10:30:00.0;2.8587;0.6109;0.0180;0.5929;0.4901;0.4573;0.0018;0.4555;0.0497;0.7000
2019-03-10T10:30:00.0/2019-03-10T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T10:45:00.0/2019-03-10T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T11:00:00.0/2019-03-10T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T11:15:00.0/2019-03-10T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T11:30:00.0/2019-03-10T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T11:45:00.0/2019-03-10T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T12:00:00.0/2019-03-10T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T12:15:00.0/2019-03-10T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T12:30:00.0/2019-03-10T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T12:45:00.0/2019-03-10T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T13:00:00.0/2019-03-10T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T13:15:00.0/2019-03-10T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T13:30:00.0/2019-03-10T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T13:45:00.0/2019-03-10T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T14:00:00.0/2019-03-10T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T14:15:00.0/2019-03-10T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T14:30:00.0/2019-03-10T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T14:45:00.0/2019-03-10T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T15:00:00.0/2019-03-10T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T15:15:00.0/2019-03-10T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T15:30:00.0/2019-03-10T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T15:45:00.0/2019-03-10T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T16:00:00.0/2019-03-10T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T16:15:00.0/2019-03-10T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T16:30:00.0/2019-03-10T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T16:45:00.0/2019-03-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T17:00:00.0/2019-03-10T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T17:15:00.0/2019-03-10T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T17:30:00.0/2019-03-10T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T17:45:00.0/2019-03-10T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-03-10T18:00:00.0/2019-03-10T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
