# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-06-30T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 614.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-16
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;
TOA; Clear_sky_GHI;Clear_sky_BHI;Clear_sky_DHI;Clear_sky_BNI;GHI;BHI;DHI;BNI;Reliability
2018-11-02T07:30:00.0/2018-11-02T07:45:00.0;112.1260;60.4571;25.6259;34.8312;78.9428;60.4571;25.6259;34.8312;78.9428;1.0000
2018-11-02T07:45:00.0/2018-11-02T08:00:00.0;97.9067;49.7035;19.3040;30.3994;68.0555;49.7035;19.3040;30.3994;68.0555;1.0000
2018-11-02T08:00:00.0/2018-11-02T08:15:00.0;83.0433;39.1146;13.5300;25.5846;56.1665;39.1146;13.5300;25.5846;56.1665;1.0000
2018-11-02T08:15:00.0/2018-11-02T08:30:00.0;67.5993;28.9840;8.5481;20.4359;43.4877;27.9746;7.8409;20.1337;39.5951;1.0000
2018-11-02T08:30:00.0/2018-11-02T08:45:00.0;51.6409;19.6580;4.5987;15.0592;30.4639;17.3841;3.1691;14.2150;21.1729;1.0000
2018-11-02T08:45:00.0/2018-11-02T09:00:00.0;35.2364;11.5241;1.8720;9.6521;17.9094;11.3585;1.7849;9.5735;17.1795;1.0000
2018-11-02T09:00:00.0/2018-11-02T09:15:00.0;18.4560;4.9788;0.4216;4.5572;7.1814;4.9788;0.4216;4.5572;7.1814;0.7000
2018-11-02T09:15:00.0/2018-11-02T09:30:00.0;2.8739;0.6292;0.0133;0.6159;0.4260;0.6292;0.0133;0.6159;0.4260;0.7000
2018-11-02T09:30:00.0/2018-11-02T09:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T09:45:00.0/2018-11-02T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T10:00:00.0/2018-11-02T10:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T10:15:00.0/2018-11-02T10:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T10:30:00.0/2018-11-02T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T10:45:00.0/2018-11-02T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T11:00:00.0/2018-11-02T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T11:15:00.0/2018-11-02T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T11:30:00.0/2018-11-02T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T11:45:00.0/2018-11-02T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T12:00:00.0/2018-11-02T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T12:15:00.0/2018-11-02T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T12:30:00.0/2018-11-02T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T12:45:00.0/2018-11-02T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T13:00:00.0/2018-11-02T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T13:15:00.0/2018-11-02T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T13:30:00.0/2018-11-02T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T13:45:00.0/2018-11-02T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T14:00:00.0/2018-11-02T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T14:15:00.0/2018-11-02T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T14:30:00.0/2018-11-02T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T14:45:00.0/2018-11-02T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T15:00:00.0/2018-11-02T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T15:15:00.0/2018-11-02T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T15:30:00.0/2018-11-02T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T15:45:00.0/2018-11-02T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T16:00:00.0/2018-11-02T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T16:15:00.0/2018-11-02T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T16:30:00.0/2018-11-02T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T16:45:00.0/2018-11-02T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T17:00:00.0/2018-11-02T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T17:15:00.0/2018-11-02T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T17:30:00.0/2018-11-02T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T17:45:00.0/2018-11-02T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T18:00:00.0/2018-11-02T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T18:15:00.0/2018-11-02T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T18:30:00.0/2018-11-02T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T18:45:00.0/2018-11-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T19:00:00.0/2018-11-02T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T19:15:00.0/2018-11-02T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T19:30:00.0/2018-11-02T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T19:45:00.0/2018-11-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T20:00:00.0/2018-11-02T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T20:15:00.0/2018-11-02T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T20:30:00.0/2018-11-02T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T20:45:00.0/2018-11-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T21:00:00.0/2018-11-02T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T21:15:00.0/2018-11-02T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T21:30:00.0/2018-11-02T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T21:45:00.0/2018-11-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T22:00:00.0/2018-11-02T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T22:15:00.0/2018-11-02T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T22:30:00.0/2018-11-02T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-02T22:45:00.0/2018-11-02T23:00:00.0;1.0124;0.2268;0.0059;0.2208;0.0000;0.1212;0.0000;0.1212;0.0000;0.8333
2018-11-02T23:00:00.0/2018-11-02T23:15:00.0;14.4019;4.1325;0.4770;3.6555;9.7355;2.2095;0.0000;2.2095;0.0005;0.5000
2018-11-02T23:15:00.0/2018-11-02T23:30:00.0;31.2138;11.2898;2.6281;8.6617;28.2271;6.0363;0.0001;6.0362;0.0015;0.6333
2018-11-02T23:30:00.0/2018-11-02T23:45:00.0;47.6635;20.4961;6.8667;13.6294;49.2423;16.8524;4.4563;12.3962;30.3071;1.0000
2018-11-02T23:45:00.0/2018-11-03T00:00:00.0;63.6804;31.1299;13.0071;18.1228;70.2535;30.0308;12.5038;17.5270;67.5001;1.0000
2018-11-03T00:00:00.0/2018-11-03T00:15:00.0;79.1958;42.4796;20.3781;22.1016;88.7635;42.4668;20.3716;22.0952;88.7326;1.0000
2018-11-03T00:15:00.0/2018-11-03T00:30:00.0;94.1434;54.0494;28.4040;25.6454;104.2066;54.0494;28.4040;25.6454;104.2066;1.0000
2018-11-03T00:30:00.0/2018-11-03T00:45:00.0;108.4591;65.6151;36.8547;28.7604;117.4413;65.6151;36.8547;28.7604;117.4413;1.0000
2018-11-03T00:45:00.0/2018-11-03T01:00:00.0;122.0815;76.9525;45.4597;31.4928;128.7476;76.9525;45.4597;31.4928;128.7476;1.0000
2018-11-03T01:00:00.0/2018-11-03T01:15:00.0;134.9523;87.8946;54.0098;33.8848;138.4079;87.8946;54.0098;33.8848;138.4079;1.0000
2018-11-03T01:15:00.0/2018-11-03T01:30:00.0;147.0162;98.3124;62.3397;35.9727;146.6685;98.3124;62.3397;35.9727;146.6685;1.0000
2018-11-03T01:30:00.0/2018-11-03T01:45:00.0;158.2216;108.1028;70.3149;37.7879;153.7328;108.1028;70.3149;37.7879;153.7328;1.0000
2018-11-03T01:45:00.0/2018-11-03T02:00:00.0;168.5204;117.1813;77.8242;39.3571;159.7646;114.7597;72.4806;42.2791;148.9861;1.0000
2018-11-03T02:00:00.0/2018-11-03T02:15:00.0;177.8685;125.4777;84.7743;40.7034;164.8952;121.2185;75.3035;45.9150;146.2488;1.0000
2018-11-03T02:15:00.0/2018-11-03T02:30:00.0;186.2258;132.9331;91.0866;41.8464;169.2295;128.3111;80.8475;47.4636;150.4474;1.0000
2018-11-03T02:30:00.0/2018-11-03T02:45:00.0;193.5565;139.4980;96.6955;42.8025;172.8518;126.2633;67.1756;59.0877;119.9248;0.7000
2018-11-03T02:45:00.0/2018-11-03T03:00:00.0;199.8292;145.1316;101.5462;43.5854;175.8293;143.7813;98.5129;45.2685;170.5216;0.9667
2018-11-03T03:00:00.0/2018-11-03T03:15:00.0;205.0169;149.7935;105.5895;44.2040;178.2076;149.7935;105.5895;44.2040;178.2076;1.0000
2018-11-03T03:15:00.0/2018-11-03T03:30:00.0;209.0974;153.4577;108.7897;44.6680;180.0285;153.4577;108.7897;44.6680;180.0285;1.0000
2018-11-03T03:30:00.0/2018-11-03T03:45:00.0;212.0532;156.1110;111.1241;44.9868;181.3305;156.1110;111.1241;44.9868;181.3305;1.0000
2018-11-03T03:45:00.0/2018-11-03T04:00:00.0;213.8716;157.7388;112.5734;45.1654;182.1352;157.7388;112.5734;45.1654;182.1352;1.0000
2018-11-03T04:00:00.0/2018-11-03T04:15:00.0;214.5448;158.3328;113.1258;45.2070;182.4558;158.3328;113.1258;45.2070;182.4558;1.0000
2018-11-03T04:15:00.0/2018-11-03T04:30:00.0;214.0699;157.8900;112.7769;45.1131;182.2974;157.8900;112.7769;45.1131;182.2974;1.0000
2018-11-03T04:30:00.0/2018-11-03T04:45:00.0;212.4489;156.4133;111.5296;44.8837;181.6572;156.4133;111.5296;44.8837;181.6572;1.0000
2018-11-03T04:45:00.0/2018-11-03T05:00:00.0;209.6887;153.9113;109.3942;44.5171;180.5243;153.9113;109.3942;44.5171;180.5243;1.0000
2018-11-03T05:00:00.0/2018-11-03T05:15:00.0;205.8010;150.3983;106.3882;44.0100;178.8795;150.3983;106.3882;44.0100;178.8795;1.0000
2018-11-03T05:15:00.0/2018-11-03T05:30:00.0;200.8026;145.8945;102.5373;43.3573;176.6945;145.8945;102.5373;43.3573;176.6945;1.0000
2018-11-03T05:30:00.0/2018-11-03T05:45:00.0;194.7149;140.4264;97.8747;42.5517;173.9308;140.4264;97.8747;42.5517;173.9308;1.0000
2018-11-03T05:45:00.0/2018-11-03T06:00:00.0;187.5637;134.0269;92.4430;41.5839;170.5381;134.0269;92.4430;41.5839;170.5381;1.0000
2018-11-03T06:00:00.0/2018-11-03T06:15:00.0;179.3799;126.6245;85.9622;40.6623;165.8071;126.6245;85.9622;40.6623;165.8071;1.0000
2018-11-03T06:15:00.0/2018-11-03T06:30:00.0;170.1984;118.2668;78.5263;39.7406;159.6271;118.2668;78.5263;39.7406;159.6271;1.0000
2018-11-03T06:30:00.0/2018-11-03T06:45:00.0;160.0584;109.1238;70.5667;38.5571;152.5232;109.1238;70.5667;38.5571;152.5232;1.0000
2018-11-03T06:45:00.0/2018-11-03T07:00:00.0;149.0035;99.2657;62.1860;37.0797;144.3653;99.2657;62.1860;37.0797;144.3653;1.0000
2018-11-03T07:00:00.0/2018-11-03T07:15:00.0;137.0809;88.7844;53.5366;35.2478;135.0753;88.7844;53.5366;35.2478;135.0753;1.0000
2018-11-03T07:15:00.0/2018-11-03T07:30:00.0;124.3417;77.8043;44.8406;32.9637;124.6965;77.8043;44.8406;32.9637;124.6965;1.0000
2018-11-03T07:30:00.0/2018-11-03T07:45:00.0;110.8403;66.4406;36.1747;30.2658;112.8077;66.4406;36.1747;30.2658;112.8077;1.0000
2018-11-03T07:45:00.0/2018-11-03T08:00:00.0;96.6347;54.8644;27.7467;27.1176;99.1801;54.8644;27.7467;27.1176;99.1801;1.0000
2018-11-03T08:00:00.0/2018-11-03T08:15:00.0;81.7855;43.3059;19.8283;23.4775;83.6442;43.3059;19.8283;23.4775;83.6442;1.0000
2018-11-03T08:15:00.0/2018-11-03T08:30:00.0;66.3565;32.0754;12.7578;19.3176;66.1717;32.0754;12.7578;19.3176;66.1717;1.0000
2018-11-03T08:30:00.0/2018-11-03T08:45:00.0;50.4135;21.5874;6.9372;14.6502;47.0963;21.5874;6.9372;14.6502;47.0963;1.0000
2018-11-03T08:45:00.0/2018-11-03T09:00:00.0;34.0249;12.3723;2.7845;9.5878;27.5469;12.3723;2.7845;9.5878;27.5469;1.0000
2018-11-03T09:00:00.0/2018-11-03T09:15:00.0;17.2608;5.0330;0.5665;4.4665;10.1496;5.0330;0.5665;4.4665;10.1496;0.7000
2018-11-03T09:15:00.0/2018-11-03T09:30:00.0;2.2298;0.5122;0.0134;0.4988;0.3795;0.5122;0.0134;0.4988;0.3795;0.7333
2018-11-03T09:30:00.0/2018-11-03T09:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T09:45:00.0/2018-11-03T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T10:00:00.0/2018-11-03T10:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T10:15:00.0/2018-11-03T10:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T10:30:00.0/2018-11-03T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T10:45:00.0/2018-11-03T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T11:00:00.0/2018-11-03T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T11:15:00.0/2018-11-03T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T11:30:00.0/2018-11-03T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T11:45:00.0/2018-11-03T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T12:00:00.0/2018-11-03T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T12:15:00.0/2018-11-03T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T12:30:00.0/2018-11-03T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T12:45:00.0/2018-11-03T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T13:00:00.0/2018-11-03T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T13:15:00.0/2018-11-03T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T13:30:00.0/2018-11-03T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T13:45:00.0/2018-11-03T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T14:00:00.0/2018-11-03T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T14:15:00.0/2018-11-03T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T14:30:00.0/2018-11-03T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T14:45:00.0/2018-11-03T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T15:00:00.0/2018-11-03T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T15:15:00.0/2018-11-03T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T15:30:00.0/2018-11-03T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T15:45:00.0/2018-11-03T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T16:00:00.0/2018-11-03T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T16:15:00.0/2018-11-03T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T16:30:00.0/2018-11-03T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T16:45:00.0/2018-11-03T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T17:00:00.0/2018-11-03T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T17:15:00.0/2018-11-03T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T17:30:00.0/2018-11-03T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T17:45:00.0/2018-11-03T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T18:00:00.0/2018-11-03T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T18:15:00.0/2018-11-03T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T18:30:00.0/2018-11-03T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T18:45:00.0/2018-11-03T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T19:00:00.0/2018-11-03T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T19:15:00.0/2018-11-03T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T19:30:00.0/2018-11-03T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T19:45:00.0/2018-11-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T20:00:00.0/2018-11-03T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T20:15:00.0/2018-11-03T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T20:30:00.0/2018-11-03T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T20:45:00.0/2018-11-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T21:00:00.0/2018-11-03T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T21:15:00.0/2018-11-03T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T21:30:00.0/2018-11-03T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T21:45:00.0/2018-11-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T22:00:00.0/2018-11-03T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T22:15:00.0/2018-11-03T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T22:30:00.0/2018-11-03T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-11-03T22:45:00.0/2018-11-03T23:00:00.0;0.6508;0.1238;0.0004;0.1234;0.0000;0.0802;0.0000;0.0802;0.0000;0.8667
2018-11-03T23:00:00.0/2018-11-03T23:15:00.0;13.2228;3.1166;0.0980;3.0186;2.0435;2.0199;0.0003;2.0196;0.0068;0.5000
